#TAXONOMY	Kingdom	Phylum	Class	Order	Family	Genus	Species
51a7efd41d99975cc62d74611486dfe9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815 parainfluenzae_K_735050
562c2df9b02a659de523a7236ce98895	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815 parainfluenzae_K_735050
d4af672520f6e9a5e7dc4bc7768f568c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815 parainfluenzae_K_735050
abd8e79e746d189fcd8c7f68cb5b7cf8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815 parainfluenzae_K_735050
fd82697c7566b40a156008f7a1cf8405	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
c0bec26b14695cc154a474f0ef002cba	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
04a14c8016f2e70819fb7a7814798ae4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
b376eff776c43c2371ab14fe976bea11	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
bdc4c3970dc8e11342195fc1b43dcf4c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
1ac6405c0d443db3cb5c546dd604c37b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
5155d20a232ef44babd6407394276bf3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
ef0606900c195b0b08f308ba4fb21c2d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
ae528f7500e0a282452d8c3a6527ba92	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
3f32593922c1da831c96f8afe33119c8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
b07cb7d3ac8bd890f5c63e54b2aa4f9c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
07d5b45cde19666e08655fbd5f42d829	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
7dda5e9dd7c3ff5d410f9f92b4906bfb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
421c847cbda3f502c398affe1d634060	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
5078ee6c37433f3968cc7270a841fd27	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
d3f3f52f6446d1ab772223f115518745	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
0197e796685e519a14ab43cd7613e48d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
ac00633008943810d0e636987f575710	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
7bfd8b865b22d974e177a07400fabee2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
9f41218d4ecd5a7e14f2898fc3121b5b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
e4f4741fe27bdedaca5405d9494988db	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815 parainfluenzae_K_735050
7492c66a3d880a2c50c32b9583e45152	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
e1b7f2b9143df29ac606be225f3faacb	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
ffd723ef02446abe0a71af87d2b90e48	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
389373296e61e5324088fa079f83eb33	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
d3d1312d4261271bcf1acd288eb46f8b	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
e54c3a41e3e9db9c7ea925444684ab50	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
5e0059448de905d4856c89988c901849	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
cc348f1184dff75cac7050e9c4cccbca	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
59b9e31a860dabd64055ade700d14e70	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
7935d3f8eccf6fdeb12f019bbed19a7c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
728e056f99bc6837d7021d571c5c35bc	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
eb148522114790745e5ebf119ee18fb9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
56ad548c6e4fa3cbc2ad625af9c115e9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
6b7128cb09a01d953da725797c39d13c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_735815	Haemophilus_D_735815_unclassified
85cda19b4b3123129f217944189959bd	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
84e9d303199772b7503a9f46a8a84dae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
a6cc646bbc9d9c21c14b94f372dd9dd8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
52b842ded3b04ce1dfaeef62811cc28c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
b2b9673dd47b4b18b0ed785b95da6746	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
71b408cf382ec6397ba555f78783b828	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
07f3618438c18de6d149302a60f29bf5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
6850096a3ad7baef7e496dc497c0e8a5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
bd2d207a2e6114a166bf984a5eb0ec9d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
4bcb14cb0358124e4c757f4c9276a22e	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
3eb9f30757d665f0749ebc0887dc9136	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
6b7d769a3f4015d7854550fbf936efe9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
1dea7a79205abbdb4facefe661d72e0f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
2fb9a0ace138270baffb50658b438799	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
ca326ac6473ec3ddceaaeeff8c8cea9f	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
db330e8e0275ab33508595df8b621163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
5ef2c5a76cc1674cee87ce34806b4ebf	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
ba1e115653a6ee29461c47d495a60b5c	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
8581c00587596b7f83bbf117b3dbcfba	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales_A_737866	Pasteurellaceae	Haemophilus_D_736121	Haemophilus_D_736121_unclassified
a8e89209c2a118af7a1e60d9449b423a	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella biformis
2920e192aba5385602f3c32d9cd0f2bc	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania filiformis
c3e45df7b7c07a869d013fa6064e4afe	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania massiliensis
d493c6bc3a4cd5640763c9c09085f228	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania sp900120005
d0470ce5965625fa9c3f58a6ca76e5fd	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_unclassified
13560efca320d20639cae199589a7330	Bacteria	Firmicutes_D	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_unclassified
6c8c4a9c5b0fa4d295544139a76c39d8	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	X112	HOT-345	HOT-345 sp003260355
98aff1623ebecc6f8e7b712aeb87b7b9	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	Hydrogeniiclostridium mannosilyticum
1c28601f5c51afe19718716dc18455dd	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597432	Rhodocyclaceae	Hydrogenophilus	Hydrogenophilus hirschii
a63682c23ced86d83a4f126e659d54a6	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter_910554	Hymenobacter sp007713685
3a84f20c23b9b3fc794da1efd38dfb8e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter_910554	Hymenobacter_910554_unclassified
7a4b20e32d1acf1eb187f5f7115aee45	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter_910554	Hymenobacter glacieicola
69a4e1b6cfdcb6448176ee8b829c651c	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas butyriciproducens
66e6d167af33b620399a8617819ef17b	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Intestinimonas	Intestinimonas massiliensis
d49631c484c4cf3f78035ff51b8f1340	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	JAACSU01	JAACSU01 sp010119145
f1a0add36e11815c8fde5531d61c9dd2	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	JAACSU01	JAACSU01 sp010119145
5ea4f3c4c6157ccad3550684d49906c0	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	JAACSU01	JAACSU01 sp010119145
7553082bd5368e65dbf9688d3ba8591e	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	JAACSU01	JAACSU01 sp010119145
5a8021c865519fbea9e75f07884fb8c7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
fb3119b143d132b8dd881dec84207a8c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
12ee34473969b2c9f079f3626a3ae849	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
b3fb96df7ddb5e4bd39e40e81b6be3f9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
95fc4623912593863656b009881409f0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
921721d1c153df41d9d1f0855a8779a7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
4f965dbec87b4da51bbb0c9433d9ceaf	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
78045e010f544338cc47fa911ff3edda	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
cf352724a3c674e40cbe481a0bcc5d44	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
e473e07c8c78520d1164b89fd0d54b1f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
fdc9cd7de0c8b9804ffb3f7347034215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
ae7c16c006f7f19681bc01d24546dbf4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
00bb15dac6fcd42a8f05ccb89a536ee6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	JC017	JC017 sp004296775
b790a5cb4e723c51d2f258c79c510dd3	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
7f328c6f4fb018550a7944544ad8742d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
cbddc93da3ec63841271ebab82a6f60b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
cb38dcebd9970e9556396a6cfeb9a067	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
7ef2725b1c9f27f9ba609aca33ab838c	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
5fcddd25dc17aed99d38445ee3a0f121	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
2d79f6afe821d0082f417eaf32d587f9	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella_unclassified
990c2b4637a045ba08703098c0a22fee	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella ignava
8e1512eef00b7604baef98ad9bd5a33b	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Johnsonella	Johnsonella ignava
ff442ccae7453a4a08bd4de6b243c03d	Bacteria	Bacteroidota	Kapabacteria	Kapabacteriales	Kapabacteriales_unclassified	Kapabacteriales_unclassified	Kapabacteriales_unclassified
c8b09c762447ad2b4089e6aeceb77d8f	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	KBS-96	KBS-96 sp000381625
66fef2efd068eec2de209d263f48ff12	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Kineococcaceae	Kineococcus	Kineococcus_unclassified
33032215df0f90d05828fa4d9e0e06fc	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Kineosporiaceae	Kineosporiaceae_unclassified	Kineosporiaceae_unclassified
9cd15b53839ca06d6e226cb2406c5492	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
7649407193ce3fc9f2d9f7d74936fcec	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
97a393c73525326f720f3038964b9478	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
5430b653c93c790a4820648289532be2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
4d628564ce903e10852dd5c05bf76573	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
1a9437493440256d7d5edcc4b9ad0858	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
88a169f42ecdef0b7e80ce385e60bceb	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201_unclassified
40420e3a5bdee67bcbf86fff5eed8fc5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201 oralis
575d4b1052af7ad36ca7c5e204703251	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201 oralis
694c36b6a07ccdd271023fa05e7353b4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201 oralis
3c4e8d60600be0bc3fff03d6213df217	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales_597441	Neisseriaceae_563222	Kingella_B_563201	Kingella_B_563201 oralis
8d44e8fb3b5b871fe4d19d3fcee9d244	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Micrococcaceae	Kocuria	Kocuria palustris
0b4f36d9f259bbea121a3013c2e4a87f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae_482971	Kordiimonas_482971	Kordiimonas sp002401685
063021f0f875eb769292273f1d6a1184	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Labedella	Labedella_unclassified
652a2aa40d1d6126b75709a84cb10a66	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
c0963230d7b8f6d3029236e3757817e4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
a2b1290186e9876235ebd67c6d4f518d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
1db5f683c081934cb25057ecbebff31d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
2cefece24c3e17c3a9e340596079326d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
b4c11fccae672829705f4d4d22d31a50	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
516c671dc7f080e9ec18ed27e18720cf	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
ac9e3c49b8bef8c543e9d9c54a8ad326	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
00c20b71ab62fbf0c2da56ce602ae3a5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
6788b6ba8e71410b915e5d66831b99e5	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
2d430dfaa0b3ebfd91162de17850c965	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
93ad8bfc2786125ab608a05d71128219	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
d5d48f32b2f07c0613b047dd3942a53d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
b53d18fbaba87316ad6f0076d8b1395a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
13bf386b26ab5413d72e836b453833a2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
ddfde7b34d9339e86b67328c0dd0aa04	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
669cb842fcc59833ecba37840a6f7023	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale
e8113c3970aac7f72e99ac6f32357ed6	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
182243074fe672371e56097bbbe8fbfc	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
80bc620587b9a4ae7f357d2a8818c130	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum sp000296385
46e63a7cd782ba9f0139910ae8c33480	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
354d0290e067ee067f550cf0b04fd633	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum_unclassified
95bbb2416b5d2de987ad64e159dcc2c4	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
2899854f2c1afdda3173687c28339ca8	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
46c4fccf053316ff8816827e0ed02c46	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
526d0d1a6872ee78553249104105c20d	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
164a5b08f8139886b0513ea6552066da	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
3f7b3e174ddd0882a8a8b737ce2b5fb2	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira_unclassified
1e3f5c537c89ab27ff494babd37fa2ff	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
5fc8fc7a8d031dbf8d5b3ffd66e333ad	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
0d126ebd34c9eb1849075cd55755b7d7	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
6562cf228e517156ccc9df4ad4c8834a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens
88e2fab223962e2cac5dcf3faf33a262	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified
7a129ae70be0a826644d831bc53c313a	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified
30dd53c09b7104fd5589eff0032bcf54	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified
f1f5380a0a18947fafacd42ae576eabe	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified
